34.67, 31.78, 20572000, 5954800
35.7, 31.72, 14653000, 4507500
36.3, 31.32, 22082000, 4205800
36.5, 31.53, 22860000, 4230100
37.08, 30.2, 23231000, 6075100
36.95, 30.12, 20029000, 3741000
37.65, 30.87, 18913000, 4584300
37.6, 30.59, 18964000, 5119100
38.01, 31.0, 14424000, 3261800
37.89, 30.81, 22038000, 6246300
36.45, 30.82, 19357000, 4493400
36.87, 30.75, 16960000, 4290300
35.7, 29.8, 12769000, 3107600
36.39, 30.85, 15827000, 4558700
35.0, 30.03, 27692000, 6011100
36.14, 33.49, 15790000, 8455000
36.9, 32.89, 18028000, 7037300
35.82, 31.38, 15873000, 5681300
36.44, 31.1, 17886000, 5896600
37.79, 31.17, 17323000, 6046500
38.94, 32.75, 22131000, 5868000
38.54, 32.95, 14964000, 6820700
38.65, 33.51, 12950000, 3303300
37.16, 33.58, 16194000, 4661300
38.97, 35.3, 16451000, 4246300
38.88, 34.78, 8671000, 2959800
38.52, 35.74, 17365000, 5919100
37.85, 34.56, 12973000, 3873400
37.85, 35.16, 16136000, 4259900
37.14, 34.64, 10409000, 4145000
37.56, 33.96, 12927000, 4410000
36.15, 32.31, 15915000, 4758200
